species,eoo_aus,aoo_aus
Conostylis setigera,231726.7263,708
Conostylis setigera subsp. dasys,0,12
Conostylis setigera subsp. setigera,290332.1435,1628
Conostylis setosa,28046.17591,404
Conostylis sp. Eneabba (M.Hislop 3864),106.8515576,16
Conostylis stylidioides,28740.75976,360
Conostylis teretifolia,7849.573369,52
Conostylis teretifolia subsp. planescens,2269.343625,52
Conostylis teretifolia subsp. teretifolia,39171.58714,432
Conostylis teretiuscula,14409.36696,232
Conostylis tomentosa,672.1270738,64
Conostylis vaginata,29895.82695,380
Conostylis villosa,34770.81905,100
Conostylis wonganensis,528.0599789,20
Conothamnus aureus,52560.38507,304
Conothamnus neglectus,7285.49912,64
Conothamnus trinervis,18832.28119,228
Convolvulus angustissimus,1550697.958,104
Convolvulus angustissimus subsp. angustissimus,6733972.953,1428
Convolvulus angustissimus subsp. fililobus,92951.80852,152
Convolvulus angustissimus subsp. omnigracilis,74262.31341,152
Convolvulus clementii,5471739.371,2128
Convolvulus crispifolius,1549241.439,196
Convolvulus erubescens,6050351.477,544
Convolvulus eyreanus,620037.4395,320
Convolvulus graminetinus,1405704.823,492
Convolvulus microsepalus,397082.1392,220
Convolvulus recurvatus,348899.2683,20
Convolvulus recurvatus subsp. nullarborensis,1128296.246,160
Convolvulus recurvatus subsp. recurvatus,703315.0524,100
Convolvulus remotus,5705802.536,2780
Convolvulus tedmoorei,546678.4135,52
Convolvulus wimmerensis,37398.85269,64
Cooktownia robertsii,0,8
Coopernookia barbata,185273.408,560
Coopernookia chisholmii,41962.75986,108
Coopernookia georgei,205.2339033,20
Coopernookia polygalacea,62919.60274,512
Coopernookia scabridiuscula,20049.50314,28
Coopernookia strophiolata,808758.3264,880
Coprosma baueri,NA,4
Coprosma hirtella,672194.9108,1252
Coprosma moorei,79803.15887,128
Coprosma niphophila,113.9893455,44
Coprosma nitida,316759.7346,596
Coprosma nivalis,61243.80836,68
Coprosma perpusilla subsp. perpusilla,136333.5828,140
Coprosma perpusilla subsp. subantarctica,102203.954,16
Coprosma pumila,64016.97332,80
Coprosma quadrifida,735073.2224,980
Corchorus aestuans,3515908.47,1080
Corchorus aulacocarpus,6925.938901,72
Corchorus capsularis,315428.5341,144
Corchorus carnarvonensis,98489.87424,44
Corchorus congener,31223.60668,60
Corchorus crozophorifolius,778261.4725,488
Corchorus cunninghamii,5734.897443,76
Corchorus elachocarpus,66795.14685,68
Corchorus elderi,130428.9393,132
Corchorus fascicularis,1134689.483,248
Corchorus hygrophilus,35959.45172,44
Corchorus incanus,81054.69647,100
Corchorus incanus subsp. incanus,239710.1259,96
Corchorus incanus subsp. lithophilus,2640.281568,56
Corchorus laniflorus,135004.2821,168
Corchorus lasiocarpus,21477.1459,40
Corchorus lasiocarpus subsp. lasiocarpus,108761.8534,160
Corchorus lasiocarpus subsp. parvus,72083.70665,228
Corchorus leptocarpus,28967.24803,80
Corchorus macropetalus,54377.69979,68
Corchorus macropterus,20942.17296,44
Corchorus mitchellensis,0.135205215,4
Corchorus obclavatus,4277.060755,16
Corchorus olitorius,4317624.301,548
Corchorus parviflorus,133508.7937,200
Corchorus pascuorum,430772.7671,204
Corchorus puberulus,14728.78504,36
Corchorus pumilio,2501189.684,696
Corchorus reynoldsiae,19428.61495,36
Corchorus sericeus,488203.7655,116
Corchorus sericeus subsp. densiflorus,725821.381,488
Corchorus sericeus subsp. sericeus,193486.7325,116
Corchorus sidoides,3196229.82,752
Corchorus sidoides subsp. rostrisepalus,125224.9014,92
Corchorus sidoides subsp. sidoides,2690407.124,1168
Corchorus sidoides subsp. vermicularis,3554781.103,1156
Corchorus sp. Fitzroy Crossing (A.J.Ewart s.n. PERTH 01526790),15307.06462,60
Corchorus sp. Hamersley Range (S.van Leeuwen 3586),NA,4
Corchorus sp. Hamersley Range hilltops (S.van Leeuwen 3826),14276.05409,36
Corchorus sp. Meentheena (S.van Leeuwen 4537),NA,4
Corchorus subargenteus,178.3543065,24
Corchorus sublatus,30314.68074,56
Corchorus tectus,68550.74421,180
Corchorus thozetii,NA,4
Corchorus tomentellus,160327.6785,104
Corchorus tridens,2856814.112,716
Corchorus trilocularis,3672112.531,592
Corchorus walcottii,1555978.546,440
Cordia aspera,6.311044895,12
Cordia dichotoma,2759974.932,800
Cordia subcordata,3824612.872,568
Cordyline cannifolia,2247307.469,916
Cordyline congesta,40248.79243,140
Cordyline fruticosa,45677.34705,72
Cordyline manners-suttoniae,153325.8517,236
Cordyline murchisoniae,121124.4724,188
Cordyline petiolaris,141014.6766,212
Cordyline rubra,70800.68975,256
Cordyline stricta,708450.6648,204
Corokia whiteana,2444.764332,80
Coronidium adenophorum,357831.2981,136
Coronidium boormanii,52866.61877,104
Coronidium cymosum,132401.5317,108
Coronidium densifolium,NA,4
Coronidium elatum,690281.8232,196
Coronidium elatum subsp. elatum,223726.8223,908
Coronidium elatum subsp. minus,5306.436403,40
Coronidium elatum subsp. vellerosum,3.439638054,12
Coronidium flavum,1475.924457,68
Coronidium fulvidum,6.671713598,12
Coronidium glutinosum,340423.1597,320
Coronidium gunnianum,830644.8463,492
Coronidium kaputaricum,0.593651835,12
Coronidium lanosum,74338.4105,40
Coronidium lanuginosum,572948.9624,724
Coronidium lindsayanum,5619.341829,76
Coronidium monticola,266582.7896,708
Coronidium newcastlianum,88102.54043,344
Coronidium oxylepis,431703.9943,16
Coronidium oxylepis subsp. carnosum,85051.58712,64
Coronidium oxylepis subsp. lanatum,540917.2574,400
Coronidium oxylepis subsp. oxylepis,132852.9995,32
Coronidium rupicola,385569.5445,668
Coronidium rutidolepis,712295.7748,284
Coronidium scorpioides,1485678.896,3368
Coronidium sp. Tuggolo State Forest (L.M.Copeland 4225),0.057133484,8
Coronidium telfordii,28.30534231,12
Coronidium waddelliae,184170.5243,412
Correa aemula,134019.9669,416
Correa alba,1844127.404,164
Correa alba var. alba,353602.5612,776
Correa alba var. pannosa,154254.0615,176
Correa alba var. rotundifolia,2641.6527,152
Correa backhouseana,426715.7342,128
Correa backhouseana var. backhouseana,266286.7468,420
Correa backhouseana var. coriacea,354634.9288,488
Correa backhouseana var. orbicularis,3117.914136,120
Correa baeuerlenii,37068.44595,144
Correa calycina,246.0677586,20
Correa calycina var. calycina,181.3717332,48
Correa calycina var. halmaturorum,4.702660357,20
Correa decumbens,6929.4546,208
Correa eburnea,215.7872928,88
Correa glabra,589174.9071,168
Correa glabra var. glabra,539566.8199,216
Correa glabra var. leucoclada,196728.895,100
Correa glabra var. turnbullii,73682.82734,508
Correa lawrenceana,526486.0896,100
Correa lawrenceana var. cordifolia,17651.59026,156
Correa lawrenceana var. genoensis,149.4082614,28
Correa lawrenceana var. glandulifera,11165.70879,72
Correa lawrenceana var. grampiana,881.4083706,60
Correa lawrenceana var. latrobeana,126847.9602,524
Correa lawrenceana var. lawrenceana,350064.7827,380
Correa lawrenceana var. macrocalyx,9929.08447,32
Correa lawrenceana var. rosea,47065.61158,160
Correa pulchella,95596.89199,736
Correa reflexa,1368280.247,596
Correa reflexa var. angustifolia,1903.619446,148
Correa reflexa var. insularis,1387.357668,76
Correa reflexa var. lobata,530.0072507,68
Correa reflexa var. nummulariifolia,218619.2536,104
Correa reflexa var. reflexa,1583344.316,2128
Correa reflexa var. scabridula,164289.1223,688
Correa reflexa var. speciosa,250427.8955,448
Corsia dispar,2856.771129,60
Corunastylis arrecta,94384.68422,120
Corunastylis densa,73029.69094,132
Corunastylis despectans,408466.9416,292
Corunastylis ectopa,5.03831657,12
Corunastylis nuda,698667.1861,332
Corunastylis nudiscapa,411926.626,60
Corybas abellianus,19374.19365,52
Corybas aconitiflorus,2023154.168,956
Corybas cerasinus,5945.02643,32
Corybas dentatus,656136.5908,84
Corybas despectans,764496.5103,252
Corybas dowlingii,4513.967586,32
Corybas expansus,62145.99849,36
Corybas fimbriatus,1403058.642,400
Corybas fordhamii,998043.4373,112
Corybas hispidus,342167.4137,160
Corybas limpidus,14880.42752,48
Corybas montanus,0,8
Corybas unguiculatus,804752.1161,364
Corymbia abbreviata,349487.4506,304
Corymbia abergiana,1043625.693,324
Corymbia aparrerinja,2135198.472,1004
Corymbia arafurica,282418.996,244
Corymbia arenaria,947072.2343,196
Corymbia arnhemensis,325331.6136,316
Corymbia aspera,3179031.472,916
Corymbia aureola,192042.7326,64
Corymbia bella,2291049.235,1048
Corymbia blakei,665562.6361,296
Corymbia bleeseri,572773.3715,824
Corymbia bloxsomei,320429.7761,216
Corymbia brachycarpa,232059.5775,408
Corymbia bunites,127089.3931,180
Corymbia cadophora,103963.1261,152
Corymbia cadophora subsp. cadophora,141264.1878,428
Corymbia cadophora subsp. pliantha,22852.70228,76
Corymbia cadophora subsp. polychroma,0,4
Corymbia calophylla,1377099.586,1516
Corymbia candida,1020848.29,288
Corymbia candida subsp. candida,1104801.423,648
Corymbia chartacea,359196.8617,268
Corymbia chippendalei,919254.8368,560
Corymbia citriodora,4616720.251,1300
Corymbia clandestina,30614.56694,56
Corymbia clarksoniana,3982069.89,3048
Corymbia clavigera,150313.7761,96
Corymbia cliftoniana,176804.1537,304
Corymbia collina,74167.90127,308
Corymbia confertiflora,1896032.737,1412
Corymbia dallachiana,734605.342,984
Corymbia dendromerinx,98512.4814,132
Corymbia deserticola,1532381.32,100
Corymbia deserticola subsp. deserticola,955283.6847,364
Corymbia deserticola subsp. mesogeotica,548529.5796,240
Corymbia dichromophloia,2982842.749,2212
Corymbia disjuncta,738013.9007,596
Corymbia dunlopiana,239864.6028,456
Corymbia ellipsoidea,964073.0179,352
Corymbia eremaea,1848051.666,768
Corymbia eremaea subsp. eremaea,456380.5972,628
Corymbia eremaea subsp. oligocarpa,204009.1905,180
Corymbia erythrophloia,538782.6212,1416
Corymbia eximia,474982.1179,420
Corymbia ferriticola,531925.9954,444
Corymbia ferruginea,779626.3053,700
Corymbia ferruginea subsp. ferruginea,810964.9944,456
Corymbia ferruginea subsp. stypophylla,293026.5158,312
Corymbia ficifolia,1283026.044,176
Corymbia flavescens,3875969.538,1008
Corymbia foelscheana,552970.1401,920
Corymbia gilbertensis,146259.8323,236
Corymbia grandifolia,1229039.99,296
Corymbia grandifolia subsp. grandifolia,774062.2567,392
Corymbia grandifolia subsp. lamprocardia,397748.1969,276
Corymbia grandifolia subsp. longa,468382.3812,288
Corymbia greeniana,2186853.309,1736
Corymbia gummifera,696097.5236,1128
Corymbia haematoxylon,743928.629,244
Corymbia hamersleyana,1695482.406,1076
Corymbia hendersonii,971530.3589,328
Corymbia henryi,235077.1826,312
Corymbia hylandii,653131.2271,532
Corymbia intermedia,1897248.467,1804
Corymbia jacobsiana,480485.654,332
Corymbia karelgica,116729.7738,64
Corymbia kombolgiensis,263819.3697,516
Corymbia lamprophylla,123193.3612,360
Corymbia latifolia,877518.8988,1264
Corymbia leichhardtii,1014871.024,884
Corymbia lenziana,699462.3707,376
Corymbia leptoloma,25993.18449,44
Corymbia ligans,36972.56212,84
Corymbia maculata,3723286.617,484
Corymbia nesophila,4994219.687,1036
Corymbia novoguinensis,72935.55541,332
Corymbia oocarpa,61577.77376,260
Corymbia opaca,4420593.063,1544
Corymbia pachycarpa,775711.0544,224
Corymbia papillosa,303417.7846,292
Corymbia papuana,3694561.287,360
Corymbia paractia,7273.40798,36
Corymbia pauciseta,74671.00901,116
Corymbia peltata,1050845.63,564
Corymbia petalophylla,68945.88991,108
Corymbia plena,132895.2055,276
Corymbia pocillum,255029.482,536
Corymbia polycarpa,3276483.93,2180
Corymbia polysciada,507807.8335,788
Corymbia porrecta,366253.8553,484
Corymbia ptychocarpa,1156397.701,308
Corymbia ptychocarpa subsp. aptycha,146530.3047,320
Corymbia ptychocarpa subsp. ptychocarpa,657877.1496,424
Corymbia rhodops,3684.197536,132
Corymbia scabrida,74598.77024,88
Corymbia serendipita,114748.3089,164
Corymbia setosa,2665212.701,964
Corymbia sp. Pentland Hills (P.I.Forster+ PIF16644),NA,4
Corymbia sp. Prince Regent River (R.L.Barrett & M.D.Barrett RLB 3750),494.0710849,12
Corymbia sp. Springsure (M.I.Brooker 9786),NA,4
Corymbia sp. Yampi Peninsula (R.L.Barrett & A.N.Start RLB 2280),NA,4
Corymbia sphaerica,148610.2792,216
Corymbia stockeri,89080.81638,140
Corymbia stockeri subsp. peninsularis,128965.2813,472
Corymbia stockeri subsp. stockeri,754673.0975,472
Corymbia terminalis,5634983.955,3372
Corymbia tessellaris,3647426.865,1140
Corymbia torelliana,481038.4603,280
Corymbia torta,88933.84653,120
Corymbia torta subsp. allanii,5401.808582,56
Corymbia torta subsp. mixtifolia,4105.528748,24
Corymbia torta subsp. torta,9462.320577,32
Corymbia trachyphloia,1674566.409,1412
Corymbia umbonata,237835.8156,288
Corymbia watsoniana,295294.9907,132
Corymbia watsoniana subsp. capillata,24029.57679,164
Corymbia watsoniana subsp. watsoniana,42707.58898,328
Corymbia xanthope,8100.922943,124
Corymbia zygophylla,643662.1791,600
Corynanthera flava,4491.486102,176
Corynocarpus cribbianus,43192.26656,272
Corynocarpus rupestris,20492.87087,20
Corynocarpus rupestris subsp. arborescens,22283.10616,112
Corynocarpus rupestris subsp. rupestris,4051.289262,40
Corynotheca asperata,123817.2364,40
Corynotheca flexuosissima,6246.440531,44
Corynotheca lateriflora,769919.9326,312
Corynotheca licrota,1475052.558,232
Corynotheca micrantha,3220291.12,216
Corynotheca micrantha var. acanthoclada,9480.925182,16
Corynotheca micrantha var. divaricata,1639620.723,460
Corynotheca micrantha var. elongata,70453.18653,52
Corynotheca micrantha var. gracilis,594455.2981,76
Corynotheca micrantha var. micrantha,822608.3464,232
Corynotheca micrantha var. panda,37273.26963,76
Corynotheca pungens,291608.1771,108
Corypha utan,543310.4494,124
Corysanthes aconitiflorus,NA,4
Corysanthes despectans,400669.7741,76
Corysanthes diemenica,802278.1021,212
Corysanthes dilatata,143820.836,28
Corysanthes expansa,72897.44153,20
Corysanthes fimbriata,1131449.816,156
Corysanthes grumula,9815.524235,64
Corysanthes heberlei,0,4
Corysanthes hispida,175448.0348,68
Corysanthes incurva,627512.3673,72
Corysanthes intuta,NA,4
Corysanthes longituba,334.4852278,28
Corysanthes pruinosa,31770.2759,92
Corysanthes recurva,32298.48925,48
Corysanthes x miscella,NA,4
Cosmelia rubra,67785.30723,204
Cossinia australiana,36397.48317,136
Cotula alpina,210923.2455,356
Cotula australis,529238.9714,196
Cotula cotuloides,524039.5657,344
Cotula vulgaris,31566.05061,12
Cotula vulgaris var. australasica,407684.7128,512
Craspedia adenophora,12417.84896,116
Craspedia alba,855.5316543,80
Craspedia aurantia,25476.42473,300
Craspedia aurantia var. aurantia,13316.8996,52
Craspedia aurantia var. jamesii,81706.94934,488
Craspedia canens,438395.7196,332
Craspedia costiniana,3948.692808,124
Craspedia crocata,21840.15497,244
Craspedia cynurica,22.21438377,24
Craspedia glabrata,11165.70473,144
Craspedia glauca,637983.9448,512
Craspedia gracilis,201484.4619,568
Craspedia haplorrhiza,1909629.967,352
Craspedia lamicola,13605.72843,204
Craspedia leucantha,856.9182449,76
Craspedia macrocephala,130189.5222,132
Craspedia maxgrayi,51469.27838,184
Craspedia paludicola,889814.055,580
Craspedia preminghana,0.011676915,4
Craspedia rosulata,117481.7797,260
Craspedia sp. Derrinallum (N.G.Walsh 5591),2566.427694,24
Craspedia sp. Subalpine (N.G.Walsh 5149),2741.204513,24
Craspedia sp. Waterloo (G.J.Keighery 13724),623.5841164,12
Craspedia variabilis,4406346.08,2920
Crassula closiana,3549878.545,836
Crassula colligata,2419125.776,296
Crassula colligata subsp. colligata,5482481.957,1288
Crassula colligata subsp. lamprosperma,1667005.357,1088
Crassula colorata,4840016.557,528
Crassula colorata var. acuminata,5381290.23,3164
Crassula colorata var. colorata,3149141.56,1428
Crassula colorata var. miriamae,NA,4
Crassula decumbens,3241675.23,372
Crassula decumbens var. decumbens,3695488.964,1796
Crassula exserta,1600356.772,500
Crassula extrorsa,600345.1039,248
Crassula helmsii,2696310.219,972
Crassula moschata,76655.68005,36
Crassula peduncularis,4777822.467,652
Crassula sieberiana,3493424.937,1872
Crassula sp. Rubinea (I.R.Telford 8676),NA,4
Crassula tetramera,6859188.001,1312
Crateva religiosa,189897.5641,168
Cratystylis centralis,303608.6571,148
Cratystylis conocephala,1421493.998,952
Cratystylis microphylla,4803.036852,56
Cratystylis subspinescens,555754.2258,148
Cremnothamnus thomsonii,150214.3821,344
Crenidium spinescens,62816.36137,60
Crepidium fimbriatum,NA,8
Crepidium flavovirens,1415.580554,20
Crepidium lawleri,0,8
Crepidomanes aphleboides,2684.702095,16
Crepidomanes barnardianum,87944.76683,220
Crepidomanes bipunctatum,143011.3446,636
Crepidomanes humile,37345.56311,140
Crepidomanes kurzii,5183.038004,76
Crepidomanes majoriae,236.1486377,12
Crepidomanes proliferum,69167.32156,152
Crepidomanes saxifragoides,333255.2918,364
Crepidomanes vitiense,533930.6566,128
Crepidomanes walleri,96957.7361,92
Cressa australis,7337959.164,1180
Crinum arenarium,3810689.881,492
Crinum asiaticum,433446.3577,12
Crinum flaccidum,4849741.163,764
Crinum joesmithii,767.5808035,12
Crinum kakaduense,NA,4
Crinum lakefieldense,8.00E-06,8
Crinum muelleri,NA,4
Crinum pedunculatum,1879897.73,228
